Mine-Haha, or On the Bodily Education of Young Girls	Q1936509
spring	Q19197673
On Revolution	Q331111
Mine-Haha	Q56563649
Eh du mon Dieu	Q19188057
Hidalla, or Being and Having	Q56192031
King Nicolo, or Such is Life	Q56379521
An das Leben	Q19129028
Andrew Bobola	Q19676107
The Republic	Q123397
Apology	Q273668
Gorgias	Q264241
Timaeus	Q371884
Dialectical and Historical Materialism	Q330910
Protagoras	Q63981706
Sophist	Q471715
Lysis	Q924977
Halcyon	Q780818
Ion	Q63198975
Hipparchus	Q1619950
Crito	Q267634
Hermocrates	Q1479845
Clitophon	Q1653767
Laches	Q1243625
Second Alcibiades	Q1788674
Meno	Q746253
Epigrams	Q3726898
Symposium	Q486727
Statesman	Q669911
Minos	Q241668
The Open Couple	Q1528183
Mamma Togni	Q6745735
Euthydemus	Q6499786
Epistles	Q3730666
The Devil with Boobs	Q7730023
Platonic dialogue	Q3026037
Accidental Death of an Anarchist	Q2704227
On Virtue	Q3976864
Seventh Letter	Q252159
Corpse for Sale	Q5172601
Elizabeth: Almost by Chance a Woman	Q5362235
Phaedrus	Q555862
Rival Lovers	Q572073
Theaetetus	Q846241
Critias	Q1335321
Menexenus	Q1474843
Parmenides	Q1130762
The History of the Communist Party of the Soviet Union	Q2657367
Trumpets and Raspberries	Q7847823
Hippias Minor	Q614640
Laws	Q752285
Cratylus	Q1347394
Isabella, Three Tall Ships, and a Con Man	Q1673579
Hippias mineur	Q19172912
Lachès	Q19191137
Le Second Hippias	Q19199530
Hippias Major	Q634846
Philebus	Q220972
Theages	Q2005313
Archangels Don't Play Pinball	Q3772074
Le Banquet	Q63975103
Marxism and Problems of Linguistics	Q4282243
Phaedo	Q244161
Euthyphro	Q648889
First Alcibiades	Q1153509
Johan Padan and the Discovery of the Americas	Q3180437
Order No. 227	Q2069953
The Virtuous Burglar	Q3878178
Marxism and the National Question	Q4282245
The Pope and the Witch	Q7757767
The Tale of a Tiger	Q16239938
Economic Problems of Socialism in the USSR	Q18112141
Platon bob esponga muerto — Œuvres complètes	Q13420288
Stalin's poetry	Q31411
Allegory of the Cave	Q22738
The Just Assassins	Q177069
The Plague	Q320372
The Fall	Q690362
Exile and the Kingdom	Q833106
The Artist at Work	Q1101442
The Rebel	Q1195789
Troubled Blood	Q85622505
Summer	Q3205577
As Breathing and Consciousness Return	Q4310914
August 1914	Q4820509
The Myth of Sisyphus	Q1125903
The State of Siege	Q1192449
The Guest	Q1193723
Neither Victims Nor Executioners	Q1610030
Two Hundred Years Together	Q3656109
For the Good of the Cause	Q4162677
Obrazovanshchina	Q9379855
Harry Potter and the Order of the Phoenix	Q80817
Fantastic Beasts and Where to Find Them	Q194424
The Gulag Archipelago	Q369944
The Red Wheel	Q450330
There's a Boy in the Girls' Bathroom	Q5491034
The First Man	Q386305
Prussian Nights	Q2035850
The Oak and the Calf	Q4089949
The First Circle	Q599585
March 1917	Q16663509
The Love-Girl and the Innocent	Q7748866
Betwixt and Between	Q3203180
Absurd cycle	Q3008298
A Simile	Q19025633
The Tales of Beedle the Bard	Q165068
The Journal of a Voyage to Lisbon	Q20640524
The Silkworm	Q15966151
Cancer Ward	Q1093483
A Happy Death	Q1198739
November 1916	Q16878130
The Cuckoo's Calling	Q13882199
The History of the Adventures of Joseph Andrews and his Friend, Mr. Abraham Abrams	Q19089761
An Incident at Krechetovka Station	Q4424095
April 1917	Q16010866
Cormoran Strike	Q18417290
Matryona's Place	Q3210358
Career of Evil	Q20091071
Harry Potter prequel	Q1148668
The Misunderstanding	Q1169773
To The Right Honourable Sir Robert Walpole,	Q19106362
Hogwarts: An Incomplete and Unreliable Guide	Q26805850
Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists	Q26805866
Harry Potter and the Goblet of Fire, September 2014 paperback edition	Q27981360
In the First Circle	Q42184739
Harry Potter and the Cursed Child	Q20711488
History of Magic in North America	Q55695090
Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies	Q26805878
The Casual Vacancy	Q25750
The Mortal Danger	Q42193135
Harry Potter and the Half-Blood Prince	Q46887
Harry Potter and the Deathly Hallows	Q46758
Harry Potter and the Goblet of Fire	Q46751
Harry Potter	Q8337
One Day in the Life of Ivan Denisovich	Q27321
Harry Potter and the Prisoner of Azkaban	Q47598
Harry Potter and the Philosopher's Stone	Q43361
Harry Potter and the Chamber of Secrets	Q47209
Fantastická zvířata a kde je najít	Q50943978
Lethal White	Q54488580
Les animaux fantastiques	Q50944298
Famfrpál v průběhu věků	Q50295550
Very Good Lives: The Fringe Benefits of Failure and Importance of Imagination	Q67318029
Harry Potter y el prisionero de Azkaban	Q82549693
Harry Potter y la cámara secreta	Q82772000
Risk	Q467818
The Bicentennial Man	Q468132
Someday	Q572480
Reason	Q737630
Lenny	Q498727
True Love	Q831493
The Evitable Conflict	Q775223
First Law	Q784262
Lucky Starr and the Pirates of the Asteroids	Q785014
Little Lost Robot	Q785202
Robot short stories	Q913482
The Complete Robot	Q60411707
Foundation	Q42357026
Evidence	Q778683
Christmas Without Rodney	Q1438358
Too Bad!	Q1438368
Nightfall	Q15096441
Foundation series	Q1564644
Nemesis	Q1170245
Gold	Q5578532
Franchise	Q2079836
Second Foundation	Q853927
Mirror Image	Q831556
The Machine that Won the War	Q2051614
Sally	Q897392
Jokester	Q2493831
Spell My Name with an S	Q2647714
Breeds There a Man...?	Q2855170
Nightfall and Other Stories	Q16068755
Legal Rites	Q2909857
Youth	Q2827384
Banquets of the Black Widowers	Q60411537
Robot Dreams	Q13385022
Stranger in Paradise	Q831520
Author! Author!	Q2872379
Runaround	Q1074155
Mother Earth	Q1005917
Azazel	Q1402714
The Naked Sun	Q469862
The Martian Way	Q2891075
Hostess	Q2908425
Profession	Q2907853
Death Sentence	Q2864287
Point of View	Q832020
Fantastic Voyage	Q6087208
Robot Visions	Q60411265
Catch That Rabbit	Q601919
The Winnowing	Q661438
Galley Slave	Q692374
Satisfaction Guaranteed	Q716005
David Starr, Space Ranger	Q728140
Foundation and Empire	Q839800
Foundation’s Edge	Q932592
The Feeling of Power	Q969352
The Hazing	Q785983
Think!	Q832023
Lest We Remember	Q1708598
Thiotimoline	Q2245959
The Early Asimov	Q15917684
The Ugly Little Boy	Q2755160
Buy Jupiter	Q2962693
Black Widowers	Q798399
The Tercentenary Incident	Q831807
The Intelligent Man's Guide to Science	Q943878
Let's Get Together	Q831504
The Caves of Steel	Q482085
The Rest of the Robots	Q2252893
Far as Human Eye Could See	Q60412705
The Tragedy of the Moon	Q60412707
Fantastic Voyage II: Destination Brain	Q2357633
Buy Jupiter and Other Stories	Q2621546
Tales of the Black Widowers	Q2712561
. . . That Thou Art Mindful of Him	Q603705
Time Pussy	Q735328
Prelude to Foundation	Q783533
I'm in Marsport Without Hilda	Q786237
The Currents of Space	Q786615
Strikebreaker	Q937643
The Martian Way and Other Stories	Q1616068
More Tales of the Black Widowers	Q2932353
A Boy's Best Friend	Q651225
Victory Unintentional	Q555208
Feminine Intuition	Q831586
Lucky Starr series	Q898113
Forward the Foundation	Q938629
Does a Bee Care?	Q1704456
The Bicentennial Man and Other Stories	Q2398251
The Last Answer	Q2944947
Lucky Starr and the Oceans of Venus	Q666538
The Death Dealers	Q864042
Liar!	Q928354
The Last Question	Q979311
Foundation and Earth	Q1050014
Earth Is Room Enough	Q1081119
Eyes Do More Than See	Q1704114
The Winds of Change and Other Stories	Q2255773
Nine Tomorrows	Q2550259
Robot AL-76 Goes Astray	Q783443
The Positronic Man	Q2297144
Claire	Q19148019
Épilogue – Dans l’ombre	Q19168561
Éblouissements	Q19166868
Esther	Q746818
Britannicus	Q1196012
Les Plaideurs	Q19212438
Berenice	Q793366
Athalie	Q754687
Andromaque	Q512807
Iphigénie	Q903424
Bajazet	Q788676
The Thebans	Q7768636
La Thébaïde	Q3213141
Phèdre	Q47537423
Mithridate	Q740134
Réponse de M. Racine aux discours de MM. Thomas Corneille et Bergeret	Q19227548
Alexandre le Grand	Q2834224
Can't Pay? Won't Pay!	Q853379
Mistero Buffo	Q1246586
Phaedra	Q42512088
Fedra	Q42511625
Novel about Girls	Q42047006
Eyes of the Poor	Q62535214
Il mio cuore messo a nudo	Q56563511
Poems and Baudelaire Flowers	Q61677084
L’Homme qui rit	Q19179812
L’Année terrible	Q19177323
Red Dog	Q12809598
The Return of Imray	Q15624360
why	Q16588391
Delilah	Q19079264
The Answer	Q19078228
The Destroyers	Q19084649
A British-Roman Song	Q19020262
Arithmetic on the Frontier	Q19047190
The Lang Men o' Larut	Q19091879
The Seven Seas	Q19895741
In the Rukh	Q19829323
The Jungle Book/Darzee's Chant	Q20858995
The Son of His Father	Q15624366
In the House of Suddhoo	Q16386300
Thy Servant a Dog	Q23021231
Miss Youghal's Sais	Q13195101
Wireless	Q16678711
The Drums of the Fore and Aft	Q19085327
The Mark of the Beast	Q19093504
Total Dictation	Q19724435
His Majesty the King	Q27539527
The Cat that Walked by Himself	Q15624333
The Jungle Book/Shiv and the Grasshopper	Q20859000
O człowieku, który chciał być królem	Q23964137
With the Night Mail	Q73629129
The Beginner	Q19079609
How the Camel Got His Hump	Q19676431
Her Majesty's Servants	Q19829260
The Spring Running	Q19829317
The Recall	Q19112856
The Miracle of Purun Bhagat	Q19829273
The Undertakers	Q19829285
Beyond the Pale	Q15624344
The Jungle Book/Lukannon	Q20858991
Without Benefit of Clergy	Q23964222
A Song to Mithras	Q19025943
Bitters Neat	Q19078461
The Bells and Queen Victoria	Q19079690
A Song of the English	Q74825519
How Fear Came	Q19829295
"Stalky"	Q15624329
The Jungle Book/Parade Song of the Camp Animals	Q20859003
The Elephant's Child	Q19178835
The Ship that Found Herself	Q18162277
The Finest Story in the World	Q19086981
The Man Who Was	Q19093378
The finest story in the world	Q40600890
Love-o’-Women	Q42306776
L’Homme qui voulut être roi	Q27975924
The War in the Mountains	Q18112421
Dane-geld	Q19073450
The Beginning of the Armadillos	Q19192720
The Jungle Book/Road-Song of the Bandar-Log	Q20858987
The Heritage	Q54869048
The Bold 'Prentice	Q47006401
Many Inventions	Q19026203
The Five Nations	Q19087229
The King's Ankus	Q19829307
The Broken Link Handicap	Q19871609
The way that he took	Q47006413
Au hasard de la vie	Q15624324
A School History of England	Q54012334
I, Robot	Q393018
Robbie	Q372968
Sons and Lovers	Q80771
The Rainbow	Q3288936
Galactic Empire	Q368390
Kangaroo	Q6362515
Aaron's Rod	Q28031373
Lady Chatterley's Lover	Q750670
Women in Love	Q2443714
The Escaped Cock	Q2680359
The Fox	Q7735094
The Princess	Q3211928
X Stands for Unknown	Q60411004
Birds, Beasts and Flowers	Q4916040
Robots and Empire	Q377230
Odour of Chrysanthemums	Q7078330
The Widowing of Mrs Holroyd	Q7774784
The Lost Girl	Q3823831
The Best Science Fiction of Isaac Asimov	Q375422
Studies in Classic American Literature	Q7628058
The Prussian Officer and Other Stories	Q7758649
The Virgin and the Gypsy	Q7772804
The Woman who Rode Away	Q7775568
Light Verse	Q465801
The End of Eternity	Q69855597
John Thomas and Lady Jane	Q6260637
Mr Noon	Q6929438
The Trespasser	Q7770124
Sketches of Etruscan Places and other Italian essays	Q302237
Silly Asses	Q385420
The Gods Themselves	Q389750
Segregationist	Q465158
St Mawr	Q7594717
The Rocking-Horse Winner	Q7761295
Sea and Sardinia	Q3473567
The Robots of Dawn	Q440784
The Stars, Like Dust	Q464691
Movements in European History	Q17000176
The Plumed Serpent	Q17017955
Tortoises	Q19106867
The White Peacock	Q7774542
Pebble in the Sky	Q382862
Asimov's Mysteries	Q387878
Escape!	Q464683
Mornings in Mexico	Q6912952
The Captain's Doll	Q7721270
The Ladybird	Q7745207
The Boy in the Bush	Q7719685
Boots	Q62010317
Pohádky	Q58910271
Histoires comme ça pour les petits	Q58910493
Beyond the pale	Q56480518
A Collier's Friday Night	Q53795167
Classici americani	Q56563067
La donna che fuggì a cavallo	Q56563204
Something of Myself	Q60786869
Life's Handicap	Q81523647
Il risciò fantasma	Q56563232
Departmental Ditties	Q77498515
Three Laws of Robotics	Q23758
Valon kadotessa	Q65523902
I dronningens klær. Soldaterhistorier fra Indien	Q65527357
Just så-historier för små barn	Q65527627
Kim, hela världens lille vän : berättelse från Indien	Q65527721
Malteserkatten Drømmegutten : nye fortællinger	Q65528263
Skildringer fra en indisk Storby	Q65529959
The Eyes of Asia	Q73521744
Critó	Q19524794
Laques	Q19524815
Critone	Q19759147
L'apologia di Socrate	Q19764633
Fedon	Q56015212
Pir	Q63975055
Eutifrone	Q19764286
Phédon ou De l’âme	Q19223347
Defensa de Sòcrates	Q19524800
Eutífron	Q19524804
Федр	Q28137325
Государство	Q28141709
Эвтифрон	Q28137292
Euthyphron	Q43538254
Apologie de Socrate	Q42571956
4.50 from Paddington	Q197243
The Floating Admiral	Q265042
Postern of Fate	Q438276
Death on the Nile	Q17635353
Hallowe'en Party	Q251076
The Under Dog and Other Stories	Q388060
And Then There Were None	Q4195088
Crooked House	Q465492
The Secret of Chimneys	Q174654
The Murder of Roger Ackroyd	Q224078
Five Little Pigs	Q304493
Dumb Witness	Q337944
One, Two, Buckle My Shoe	Q465649
The Key	Q17460823
Isaac's Universe	Q17144870
Hercule Poirot's Christmas	Q377710
Problem at Pollensa Bay and Other Stories	Q460629
The Adventure of the Christmas Pudding	Q2966018
The Mysterious Affair at Styles	Q472228
Star Light	Q18209773
Belief	Q25445543
Elijah Baley series	Q19814430
The Seven Dials Mystery	Q457252
Giants	Q28419536
Sure Thing	Q28703405
Truth to Tell	Q27862464
Murder on the links	Q542293
After the Funeral	Q426600
The Winds of Change	Q28703444
How It Happened	Q5917871
Union Club	Q27888329
Found!	Q28702567
The Last Shuttle	Q28703129
About Nothing	Q28808694
Kid Brother	Q30963518
N or M?	Q120595
Die Rettung des Imperiums	Q30124284
To Tell at a Glance	Q28703849
One Night of Song	Q28808665
Nothing for Nothing	Q28808677
Fault-Intolerant	Q30958732
Lastborn	Q21190269
Androids, Time Machines and Blue Giraffes	Q23307057
Five-Odd	Q23307384
As Chemist to Chemist	Q28808642
Inside the Atom	Q19893361
The Prime of Life	Q25340839
In Memory Yet Green	Q21086887
Building Blocks of the Universe	Q26961011
Fifty Short Science Fiction Tales	Q23307383
Br-r-r-!	Q23307440
Ideas Die Hard	Q28702891
Foundation Trilogy	Q20899148
Good-bye to Earth	Q30958644
It Is Coming	Q28702894
The Key Word	Q28808617
In the Canyon	Q30958629
Feghoot and the Courts	Q30958731
The Smile of the Chipper	Q30958747
Battle-Hymn	Q30963508
Extraterrestrial Civilizations	Q3678790
A Perfect Fit	Q28702504
Omnibus of Science Fiction	Q23307461
The Key Word and Other Mysteries	Q7744171
Puzzles of the Black Widowers	Q3772086
Alexander the God	Q30958635
The Sun Shines Bright	Q7767357
Spomelife: The Universe and the Future [“There’s No Place Like Spome”]	Q62008226
Out of the Everywhere	Q7111753
Fair Exchange?	Q28702506
Death of a Foy	Q28808673
The Nations in Space	Q30958741
The Relativity of Wrong	Q7760107
The Endochronic Properties of Resublimated Thiotimoline	Q55226631
The Subatomic Monster	Q7767139
The Union Club Mysteries	Q7771551
A Pocket Full of Rye	Q29132
Trilogía del Imperio	Q62643808
Murder at the ABA	Q6937708
The Best Mysteries of Isaac Asimov	Q7716746
The Return of the Black Widowers	Q3795573
Bóvedas de acero	Q62645039
Elephants Can Remember	Q60411406
Third Girl	Q654170
Black Coffee	Q3735626
Appointment with Death	Q4781639
The Mystery of the Blue Train	Q636815
Spider's Web	Q20771386
Towards Zero	Q960060
Lord Edgware Dies	Q752432
Taken at the Flood	Q1044713
Dead Man's Folly	Q1130299
The Big Four	Q734675
The Hound of Death	Q17176210
Destination Unknown	Q1199748
Miss Marple's Final Cases and Two Other Stories	Q1440042
The Hollow	Q7739965
Peril at End House	Q957248
Endless Night	Q1247253
Poirot's Early Cases	Q60412305
The Secret Adversary	Q58876678
Partners in Crime	Q7140735
The Unexpected Guest	Q7771439
Three Blind Mice and Other Stories	Q2307329
The Moving Finger	Q1215982
Double Sin and Other Stories	Q2605087
Come, Tell Me How You Live	Q2652224
The Incredible Theft	Q3204335
The Veiled Lady	Q3208772
The Tragedy at Marsdon Manor	Q3213228
Wasps' Nest	Q3223440
The Third Floor Flat	Q3202178
The Adventure of the Egyptian Tomb	Q3202724
They Came to Baghdad	Q1247314
The Mousetrap	Q1051472
Murder on the Orient Express	Q845889
Murder in the Mews	Q3071040
Cat Among the Pigeons	Q914197
The Pale Horse	Q1165508
Hickory Dickory Dock	Q3135210
Poirot Investigates	Q2375224
Parker Pyne Investigates	Q1532676
The Regatta Mystery	Q17632709
Ordeal by Innocence	Q1165938
The Murder at the Vicarage	Q693559
A Caribbean Mystery	Q729812
Passenger to Frankfurt	Q60412211
Three Act Tragedy	Q726535
Sparkling Cyanide	Q883098
Death in the Clouds	Q604922
The Thirteen Problems	Q934396
Curtain	Q60411486
The Witness for the Prosecution and Other Stories	Q3178188
Dead Man's Mirror	Q3224604
The Adventure of the Italian Nobleman	Q3221971
The Witness for the Prosecution	Q3258947
They Do It with Mirrors	Q568210
The Body in the Library	Q741407
The Clocks	Q759467
Murder Is Easy	Q833012
Mrs McGinty's Dead	Q845106
Absent in the Spring	Q1044349
Sad Cypress	Q1138330
The Mysterious Mr Quin	Q1143438
The Listerdale Mystery	Q3794807
The Market Basing Mystery	Q1621164
The Disappearance of Mr. Davenheim	Q3208302
The Labours of Hercules	Q592139
The A.B.C. Murders	Q727861
Cards on the Table	Q733639
Evil Under the Sun	Q741033
Murder in Mesopotamia	Q642911
By the Pricking of My Thumbs	Q1789161
Sleeping Murder	Q662997
The Agatha Christie Hour	Q3032549
The Affair at the Victory Ball	Q3201549
The Kidnapped Prime Minister	Q3203107
Giant's Bread	Q3288049
Akhnaton	Q2829015
A Murder Is Announced	Q745079
Death Comes as the End	Q913831
Why Didn't They Ask Evans?	Q1141184
A Daughter's a Daughter	Q2642138
The Golden Ball and Other Stories	Q2977566
The Adventure of Johnnie Waverly	Q3203096
The Last Séance	Q3208236
Unfinished Portrait	Q2985705
At Bertram's Hotel	Q582509
While the Light Lasts and Other Stories	Q656127
The Sittaford Mystery	Q571244
The Mirror Crack'd from Side to Side	Q588531
The Man in the Brown Suit	Q1167555
Dead Man's Mirror and Other Stories	Q3020538
Annals of Valinor	Q502515
The Lay of Aotrou and Itroun	Q504502
Namárië	Q513160
The Father Christmas Letters	Q534991
The Fall of Arthur	Q1101425
Purgatorio	Q605018
Paradiso	Q2713307
Tales from the Perilous Realm	Q3005035
Amore e 'l cor gentil sono una cosa	Q3614562
De Monarchia	Q134221
The Notion Club Papers	Q503686
The New Shadow	Q504047
The Bidding of the Minstrel	Q512797
Eclogues	Q921273
The Tolkien Reader	Q4264977
The Road Goes Ever On	Q267881
Mr. Bliss	Q535896
Poems and Stories	Q7207368
Ainhucxétl	Q3906958
Beren and Lúthien	Q4355253
The Shaping of Middle-earth	Q502032
The History of The Lord of the Rings	Q502902
Kôr	Q512438
Narqelion	Q513409
Tree and Leaf	Q534739
Beowulf: A Translation and Commentary	Q15964730
Convivio	Q666014
The Lay of the Children of Húrin	Q7746463
Goblin Feet	Q19358520
The Return of the Shadow	Q502633
The Treason of Isengard	Q502724
Sauron Defeated	Q503476
Morgoth's Ring	Q503793
A Walking Song	Q504965
The Battle of the Eastern Field	Q504894
Habbanan beneath the Stars	Q512173
Songs for the Philologists	Q533195
The Tale of Aragorn and Arwen	Q17029228
Detto d'Amore	Q3706230
The Divine Comedy/Inferno/Canto VI	Q3798521
The Book of Lost Tales: Part II	Q3928529
The Lost Road and Other Writings	Q502579
The War of the Ring	Q503325
The Trees of Kortirion	Q504376
All that is gold does not glitter	Q516094
The Voyage of Eärendel the Evening Star	Q533406
The Legend of Sigurd and Gudrún	Q535639
J. R. R. Tolkien's influences	Q1237666
Die Briefe vom Weihnachtsmann (1977 edition)	Q16707881
Narn i Chîn Húrin	Q6966080
The Etymologies	Q7732591
The War of the Jewels	Q503921
The Peoples of Middle-earth	Q503974
Brainshadows	Q2650923
Ambarkanta	Q502122
Annals of Aman	Q502332
Sketch of the Mythology	Q502206
Athrabeth Finrod ah Andreth	Q503859
A Elbereth Gilthoniel	Q504290
The Homecoming of Beorhtnoth Beorhthelm's Son	Q532677
Roverandom	Q535795
The Story of Kullervo	Q20647835
Le Rime	Q1092462
Eriol's song	Q16570328
The History of The Hobbit	Q2314942
Lhammas	Q6538493
The Lord of the Rings, 50th anniversary edition	Q22122681
La Fraternité de l'Anneau	Q22137041
Sellic Spell	Q17154267
The Rivers and Beacon-Hills of Gondor	Q7761039
Chaucer as a Philologist: The Reeve's Tale	Q28972001
Notes and news	Q56699763
Finn and Hengest	Q330396
Publiek geheim	Q57306243
The Divine Comedy	Q21190993
The Silmarillion, 1999 paperback edition	Q55187823
De vulgari eloquentia	Q18081
The Return of the King (2013 HarperCollins ed.)	Q59350853
Inferno	Q4509219
Mémoires	Q6950087
Treatise on Instrumentation	Q7836883
Vuolsi così colà dove si puote	Q4016648
La Divine Comédie	Q21191003
La comedia (1878, Febrer)	Q21190973
Divina Commedia	Q21191014
La Divine Comédie (Montor)	Q19183110
Paradiso: Fifth Canto	Q3895042
Comedìa	Q21191013
The New Life	Q30055204
Divina Comedie (Coșbuc)	Q21191064
Божественная комедия (1855, Минъ)	Q21191066
Božská komedie: Peklo	Q21190991
Boska Komedia (Porębowicz)	Q21191058
Commedia (1866, Lana)	Q19126932
A Divina Comédia (Pinheiro)	Q21190964
La Divina Comedia	Q21190996
Abandon all hope, ye who enter here	Q17562638
Itala antologio	Q15733485
L’Enfer (1867, Rivarol)	Q19178937
Göttliche Komödie (1876, Streckfuß)	Q21190966
Commedia (1858, Buti)	Q21191022
Božanska komedija (Debevec)	Q21191070
Boska Komedia	Q19128930
Morte poich' io non trovo a cui mi doglia	Q19220340
The Divine Comedy, Volume I	Q46433950
Božská komedie	Q50328784
Božská komedie: Ráj	Q50328854
The Divine Comedy, Volume II	Q46433969
The Divine Comedy, Volume III	Q46433989
Božská komedie: Očistec	Q50328824
Vexilla regis prodeunt inferni	Q55832598
The Difficult Gentleman	Q200657
Earth Spirit	Q478364
The Tower	Q1197640
The Mission	Q1192299
Elektra	Q3721900
Zombi	Q13117557
Botschaft	Q19143056
Das Gespräch über Gedichte	Q1168417
Death and the Fool	Q1197570
The Lord Chandos Letter	Q1304342
Hamletmachine	Q938067
Gedichte	Q19198509
Ödipus und die Sphinx	Q293984
Der Unbestechliche	Q1197676
Jedermann	Q16632333
Gespräch	Q19208630
Vorfrühling	Q19236403
Alkestis	Q56448268
Die Lästigen	Q23698062
Ballade des äußeren Lebens	Q19134937
Gesellschaft	Q19199403
Terzinen über Vergänglichkeit	Q19230134
The Woman at the Window	Q55118676
Das Salzburger große Welttheater	Q56255229
Our friend the dog	Q51515651
Le nozze di Sobeide - Il Cavaliere della Rosa	Q56562970
Il cavaliere della rosa	Q56563373
Ovr friend the dog	Q51516065
Manche freilich	Q33053877
Old-fashioned flowers and other oper-air essays	Q51513526
La mela d'oro	Q56563543
Pelléas and Melisande	Q60692968
Leben Gundlings Friedrich von Preußen Lessings Schlaf Traum Schrei	Q51181273
The Adventurer and the Singer, or the Gifts of Life	Q56448275
L’uomo difficile	Q56563632
Clothing The Naked	Q3564436
Each In His Own Way	Q3676318
Così è	Q628889
Henry IV	Q667340
The Turn	Q1131904
As You Desire Me	Q3684204
L'Esclusa	Q3819063
Tonight We Improvise	Q3927728
Liola	Q3241764
La favola del figlio cambiato	Q3822281
No one knows how	Q60911258
Six Characters in Search of an Author	Q641651
The rules of the game	Q3794181
The Late Mattia Pascal	Q1632269
The Man with the Flower in His Mouth	Q3820016
One, No one and One Hundred Thousand	Q3021244
Ma non è una cosa seria	Q3841864
The Pleasure Of Honesty	Q87769627
New Instruments	Q56567940
Beatrice and Benedict : [programme] : opera in two acts	Q76536845
The Trojans : [guide]	Q76906600
Magic	Q3053923
The Deep	Q3234925
Heredity	Q3145079
History	Q3549678
My Son, the Physicist	Q3319894
A Statue for Father	Q3549799
Blind Alley	Q3511886
Casebook of the Black Widowers	Q3793479
Isaac Asimov Presents The Great SF Stories 3	Q3828766
Isaac Asimov Presents The Great SF Stories 2	Q3828770
Lucky Starr and the Rings of Saturn	Q3839001
The Imaginary	Q3549417
Birth of a Notion	Q3870482
Of Time and Space and Other Things	Q4328833
A Loint of Paw	Q4657902
Blank!	Q4925104
Counting the Eons	Q5177161
Hell-Fire	Q5706466
Everest	Q5416949
Cal	Q5018114
A Choice of Catastrophes	Q3663322
Flies	Q5459105
Founding Father	Q3222902
The Little Man on the Subway	Q3225414
Green Patches	Q3513596
The Fun They Had	Q3675191
C-Chute	Q3686475
Anniversary	Q3618113
Marching In	Q3845815
For the Birds	Q5467012
Half-Breed	Q5641557
The Proper Study	Q3055501
The Dead Past	Q3793685
Isaac's Universe Volume Two: Phases in Chaos	Q3828731
Old-fashioned	Q3962149
Asimov's Chronology of the World	Q4806995
Button, Button	Q5003079
Gimmicks Three	Q5562739
Christmas on Ganymede	Q3345927
The Best of Isaac Asimov	Q3794635
The Complete Stories	Q4000834
2430 A.D.	Q4631777
Dreaming Is a Private Thing	Q5306605
I Just Make Them Up, See!	Q5977709
Half-Breeds on Venus	Q3024207
Unto the Fourth Generation	Q3190256
Rain, Rain, Go Away	Q3392605
Computer Crimes and Capers	Q3697195
All the Troubles of the World	Q4000825
Asimov's Guide to Shakespeare	Q4806996
Before the Golden Age	Q4880358
Darwinian Pool Room	Q5226064
Each an Explorer	Q5324885
Hallucination	Q5643194
The Life and Times of Multivac	Q3213661
Key Item	Q3222595
Asimov's Guide to the Bible	Q3348329
The Alternate Asimovs	Q3739322
Lucky Starr and the Moons of Jupiter	Q3839002
Marooned off Vesta	Q3873373
Sherlock Holmes Through Time and Space	Q3959409
Asimov on Science Fiction	Q4807001
Black Friar of the Flame	Q4920795
Exploring the Earth and the Cosmos	Q5421414
Fact and Fancy	Q5428677
Exile to Hell	Q3061953
Insert Knob A In Hole B	Q3153721
Sucker Bait	Q3202549
The Collapsing Universe	Q3793497
Waterclap	Q4009001
Adding a Dimension	Q4681163
Day of the Hunters	Q5242969
Homo Sol	Q5890989
The Billiard Ball	Q3206789
Super-Neutron	Q3504045
Thiotimoline to the Stars	Q3524680
A Short History of Chemistry	Q5733698
Galley Slave - Il robot che leggeva le bozze	Q3757786
The Human Brain: its capacities and functions	Q3793415
Asimov's New Guide to Science	Q3794462
Isaac Asimov Presents The Great SF Stories 1	Q3828767
Lucky Starr and the Big Sun of Mercury	Q3839004
Atom: Journey Across the Subatomic Cosmos	Q4817192
Good Taste	Q5582966
In a Good Cause—	Q6011352
Isaac Asimov's Guide to Earth and Space	Q6075879
Isaac Asimov Presents The Great SF Stories 16	Q6075937
Réponse de Victor Hugo au discours de Saint-Marc Girardin	Q19227566
Women	Q3232917
Engel	Q1341776
The Last Children of Schewenborn	Q1218947
Factotum	Q2269371
Post Office	Q2290467
Hollywood	Q2724735
The Killers	Q7744339
Tales of Ordinary Madness	Q60392615
The Most Beautiful Woman in Town	Q7752362
Pulp	Q2477322
The night is nearly over	Q1215056
Betting on the Muse: Poems and Stories	Q12027758
Notes of a Dirty Old Man	Q3107007
Erections, Ejaculations, Exhibitions, and General Tales of Ordinary Madness	Q3974494
More Notes of a Dirty Old Man	Q60378621
Septuagenarian Stew: Stories & Poems	Q11849608
Mockingbird Wish Me Luck	Q12047568
Ham on Rye	Q2294314
Wave Walkers Trilogy	Q2557672
Shakespeare Never Did This	Q12811832
South of No North	Q2747935
Bring Me Your Love	Q18379044
The Captain Is Out to Lunch and the Sailors Have Taken Over the Ship	Q3123852
More Notes of Dirty Old Man	Q16387091
Portions from a Wine-stained Notebook: Short Stories and Essays	Q7231832
